iter	RMSE
933	0.406261097
934	0.4062230816
935	0.4060666728
936	0.4059242786
937	0.4059062833
938	0.4057186731
939	0.4056026355
940	0.405368094
941	0.4052770683
942	0.4049040835
943	0.4047833961
944	0.4045059763
945	0.4044148959
946	0.4042849666
947	0.4040757428
948	0.403875538
949	0.4037545654
950	0.4034107751
951	0.4031468212
952	0.4029515976
953	0.4025689209
954	0.4024299472
955	0.402177841
956	0.4019664426
957	0.4018819727
958	0.4016683192
959	0.401473188
960	0.401344759
961	0.4010581617
962	0.4008425877
963	0.4006748342
964	0.4005616479
965	0.4005129699
966	0.4004487784
967	0.4003827362
968	0.4002881296
969	0.3997759909
970	0.3996087661
971	0.3995026179
972	0.3993768345
973	0.3992676621
974	0.3989363075
975	0.3986121639
976	0.3984420468
977	0.3981790312
978	0.3980312416
979	0.3978768599
980	0.3976622903
981	0.3974416139
982	0.3971891023
983	0.3971217826
984	0.3968963411
985	0.3967158185
986	0.3966254441
987	0.3964561344
988	0.3962462811
989	0.3961756752
990	0.3961661897
991	0.3959377955
992	0.3959219643
993	0.3957613024
994	0.3955308978
995	0.3953627917
996	0.3953555587
997	0.3951831308
998	0.3949754559
999	0.3947819552
